locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,dayshours,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location
1163783,"SOHOMEI, LLC",Truck,10477000,PINE ST: POLK ST to VAN NESS AVE (1500 - 1599),1540 PINE ST,646005,646,5,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6006569.835,2115753.493,37.78982692,-122.4211263,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,Mo-Fr:10AM-11AM,,,5/21/2018,1,7/15/2019 0:00,"(37.7898269187633, -122.421126289056)"
1191891,Mike's Catering,Truck,15024000,CHINA BASIN ST: TERRY A FRANCOIS BLVD to 03RD ST (300 - 499),435 CHINA BASIN ST,8720001,8720,1,18MFF-0084,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0084&ExportPDF=1&Filename=18MFF-0084_schedule.pdf,Mo-Fr:11AM-1PM,,7/24/2018 0:00,7/24/2018,1,7/15/2019 0:00,"(0, 0)"
1181844,Anas Goodies Catering,Truck,489000,10TH ST: SHERIDAN ST to HARRISON ST (350 - 399),380 10TH ST,3520087,3520,87,18MFF-0048,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6009126.439,2109082.537,37.77165385,-122.4118091,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0048&ExportPDF=1&Filename=18MFF-0048_schedule.pdf,Mo-Fr:9AM-10AM,,7/9/2018 0:00,7/9/2018,1,7/15/2019 0:00,"(37.7716538513679, -122.411809068524)"
1022810,Serendipity SF,Truck,3528000,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),400 CALIFORNIA ST,239003,239,3,17MFF-0181,ISSUED,Meatloaf: Grilled Cheese: Chicken Sandwich: Caprese Salad: Kale Salad: Fries: Sweet Potato Fries: Mac and Cheese: Mashed Potatoes,6012277.508,2116903.356,37.79330428,-122.401459,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0181&ExportPDF=1&Filename=17MFF-0181_schedule.pdf,Su/We/Sa:11AM-3PM,,8/9/2018 0:00,4/14/2017,0,7/15/2019 0:00,"(37.793304275561, -122.401458998413)"
1183696,Paradise Catering,Truck,4929000,DORE ST: HOWARD ST to FOLSOM ST (1 - 99),45 DORE ST,3518033,3518,33,18MFF-0052,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,6008828.024,2109968.928,37.77407093,-122.412904,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,Mo/Tu/We/Fr:9AM-10AM/11AM-12PM,,7/10/2018 0:00,7/10/2018,1,7/15/2019 0:00,"(37.7740709289616, -122.412903986908)"
1193823,Eva's Catering,Truck,7236000,INGALLS ST: CARROLL AVE to DONNER AVE (2600 - 2699),2600 INGALLS ST,4882001,4882,1,18MFF-0085,APPROVED,Corndogs: fried burrito: rice placet: soda: water: sandwiches: soup: noodle plates,6015050.344,2091107.684,37.72262922,-122.3900618,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0085&ExportPDF=1&Filename=18MFF-0085_schedule.pdf,Mo/We/Fr:10AM-2PM,,7/26/2018 0:00,7/26/2018,0,7/15/2019 0:00,"(37.7226292175983, -122.390061846327)"
1184831,Liang Bai Ping,Truck,12827000,UNDERWOOD AVE: INGALLS ST to JENNINGS ST (1300 - 1399),1351 UNDERWOOD AVE,4811005,4811,5,18MFF-0058,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015824.111,2092689.211,37.72701466,-122.3874974,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0058&ExportPDF=1&Filename=18MFF-0058_schedule.pdf,Mo-Fr:9AM-10AM,,7/11/2018 0:00,7/11/2018,1,7/15/2019 0:00,"(37.7270146636245, -122.387497359022)"
1162115,Giant Burrito,Truck,6148201,GENEVA AVE: PRAGUE ST to LINDA VISTA STPS (1500 - 1598) -- SOUTH --,1500 GENEVA AVE,6418065,6418,65,18MFF-0026,APPROVED,Tacos: Burritos: Tostadas: Flautas: Tostadas: Tortas: Pozole Menudo,6002948.585,2087593.93,37.7123026,-122.4316442,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0026&ExportPDF=1&Filename=18MFF-0026_schedule.pdf,Su:7AM-6PM,,5/15/2018 0:00,5/15/2018,0,7/15/2019 0:00,"(37.7123026047444, -122.431644190373)"
1184826,Liang Bai Ping,Truck,12827000,UNDERWOOD AVE: INGALLS ST to JENNINGS ST (1300 - 1399),1389 UNDERWOOD AVE,4811014,4811,14,18MFF-0058,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015603.925,2092728.532,37.72711043,-122.3882613,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0058&ExportPDF=1&Filename=18MFF-0058_schedule.pdf,Mo-Fr:8AM-9AM,,7/11/2018 0:00,7/11/2018,1,7/15/2019 0:00,"(37.7271104333828, -122.388261288144)"
1199779,Two G's Catering,Truck,15024000,CHINA BASIN ST: TERRY A FRANCOIS BLVD to 03RD ST (300 - 499),435 CHINA BASIN ST,8720001,8720,1,18MFF-0090,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0090&ExportPDF=1&Filename=18MFF-0090_schedule.pdf,Mo-Su:9AM-10AM,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(0, 0)"
1181840,Anas Goodies Catering,Truck,1232000,23RD ST: END to ILLINOIS ST (100 - 699),601 23RD ST,4232010,4232,10,18MFF-0048,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6016887.317,2102871.037,37.75503073,-122.3845307,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0048&ExportPDF=1&Filename=18MFF-0048_schedule.pdf,Mo-Fr:9AM-10AM,,7/9/2018 0:00,7/9/2018,1,7/15/2019 0:00,"(37.7550307267667, -122.384530734223)"
1081501,Leo's Hot Dogs,Push Cart,9121000,MISSION ST: 19TH ST to 20TH ST (2300 - 2399),2301 MISSION ST,3595031,3595,31,18MFF-0001,APPROVED,Hot dogs and related toppings: non alcoholic beverages,6007018.02,2104913.057,37.76008693,-122.4188065,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0001&ExportPDF=1&Filename=18MFF-0001_schedule.pdf,Mo-Su:6PM-12AM,,6/25/2018 0:00,1/29/2018,1,7/15/2019 0:00,"(37.760086931987, -122.418806481101)"
1185382,Philz Coffee Truck,Truck,9306000,MONTGOMERY ST: COLUMBUS AVE \ WASHINGTON ST to JACKSON ST (700 - 799),735 MONTGOMERY ST,195001,195,1,18MFF-0061,APPROVED,Hot coffee: iced coffee: hot chocolate: tea: pastries,6011635.905,2117976.662,37.7962155,-122.4037546,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0061&ExportPDF=1&Filename=18MFF-0061_schedule.pdf,Mo-We:6AM-6PM,,7/12/2018 0:00,7/12/2018,0,7/15/2019 0:00,"(37.7962154965941, -122.403754558245)"
1163581,LA COCINA,,8750201,MARKET ST: 06TH ST \ GOLDEN GATE AVE \ TAYLOR ST to MCALLISTER ST (1000 - 1098) -- NORTH --,1028 MARKET ST,350002,350,2,18MFF-0027,REQUESTED,,6009342.871,2112803.714,37.78188347,-122.4113233,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0027&ExportPDF=1&Filename=18MFF-0027_schedule.pdf,We/Th/Fr:11AM-3PM,,,5/16/2018,0,,"(37.7818834680896, -122.411323335782)"
945069,"Viet Duong Co., Ltd.",Push Cart,11542000,SANSOME ST: SUTTER ST to BUSH ST (1 - 99),1 BUSH ST,290011,290,11,17MFF-0136,EXPIRED,Vietnamese Sandwiches: Spring Rolls: Bottled Water & Can Soda: pho: vermincelli: noodles: rice: cookies:,6012652.373,2116027.943,37.79092151,-122.4001004,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0136&ExportPDF=1&Filename=17MFF-0136_schedule.pdf,Tu/We/Th:8AM-5PM,,7/18/2017 0:00,3/6/2017,0,7/15/2018 0:00,"(37.7909215072692, -122.400100423738)"
1037688,Munch A Bunch,Truck,10293000,PARNASSUS AVE: HILLWAY AVE to 03RD AVE (400 - 599),400 PARNASSUS AVE,1756001,1756,1,17MFF-0197,EXPIRED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,5995605.966,2106525.104,37.76386403,-122.4583917,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0197&ExportPDF=1&Filename=17MFF-0197_schedule.pdf,Mo-Fr:7AM-8AM,,11/21/2017 0:00,11/16/2017,1,7/15/2018 0:00,"(37.7638640323832, -122.458391749844)"
1181739,BH & MT LLC,Truck,10770000,PRESIDIO AVE: POST ST to GEARY BLVD (900 - 999),949 PRESIDIO AVE,1072001,1072,1,18MFF-0047,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,5999130.566,2113756.702,37.78392207,-122.4467216,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0047&ExportPDF=1&Filename=18MFF-0047_schedule.pdf,Mo-Fr:9AM-10AM,,7/9/2018 0:00,7/9/2018,1,7/15/2019 0:00,"(37.7839220701115, -122.446721633172)"
1199780,Two G's Catering,Truck,15028000,MISSION ROCK ST: 03RD ST to 04TH ST (500 - 599),555 MISSION ROCK ST,8711028,8711,28,18MFF-0090,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0090&ExportPDF=1&Filename=18MFF-0090_schedule.pdf,Mo-Su:10AM-11AM,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(0, 0)"
1199051,Munch India,Truck,3528000,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),400 CALIFORNIA ST,239003,239,3,18MFF-0088,REQUESTED,Daily rotating menus consisting of various local & organic vegetable: poultry: meat: seafood : rice & bread dishes.,6012277.508,2116903.356,37.79330428,-122.401459,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0088&ExportPDF=1&Filename=18MFF-0088_schedule.pdf,Mo/Fr:9AM-3PM,,,8/2/2018,0,7/15/2019 0:00,"(37.793304275561, -122.401458998413)"
963981,Singh Brothers Ice Cream,Truck,7428000,JAMESTOWN AVE: GRIFFITH ST to CORONADO ST (800 - 850),800 JAMESTOWN AVE,4973034,4973,34,17MFF-0182,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6015040.705,2088854.908,37.716443,-122.3899379,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,Mo-Fr:12PM-1PM,,,4/18/2017,1,3/15/2018 0:00,"(37.7164430021474, -122.389937879321)"
988643,Cochinita,Truck,1329000,24TH ST: UTAH ST to POTRERO AVE (2600 - 2699),2601 24TH ST,4264001,4264,1,17MFF-0186,APPROVED,Panushos: Salbutes: Salad: Rice: Beans: Cochinita: etc.,6010800.766,2102190.03,37.75282237,-122.4055319,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0186&ExportPDF=1&Filename=17MFF-0186_schedule.pdf,Mo/Tu/Sa:11AM-5PM,,7/23/2018 0:00,6/19/2017,0,7/15/2019 0:00,"(37.7528223681215, -122.405531919216)"
1191889,Mike's Catering,Truck,9059000,MINNESOTA ST: 24TH ST to 25TH ST (1300 - 1399),1310 MINNESOTA ST,4228129,4228,129,18MFF-0084,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,6015276.938,2102418.838,37.7536999,-122.3900683,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0084&ExportPDF=1&Filename=18MFF-0084_schedule.pdf,Mo-Fr:10AM-11AM/1PM-2PM,,7/24/2018 0:00,7/24/2018,1,7/15/2019 0:00,"(37.7536998999438, -122.390068346908)"
1036073,CARDONA'S FOOD TRUCK,Truck,9114000,MISSION ST: 14TH ST to 15TH ST (1800 - 1899),1800 MISSION ST,3547001,3547,1,17MFF-0195,APPROVED,Tacos: Burritos: Quesadillas: Various Drinks,6006564.549,2107737.695,37.76781718,-122.4205753,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0195&ExportPDF=1&Filename=17MFF-0195_schedule.pdf,Tu/We/Th:8AM-5PM,,7/16/2018 0:00,10/26/2017,0,7/15/2019 0:00,"(37.7678171814141, -122.420575335142)"
1037692,Munch A Bunch,Truck,5882000,FULTON ST: FRANKLIN ST to GOUGH ST (300 - 399),365 FULTON ST,0792 028,792,28,17MFF-0197,EXPIRED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,6005956.8,2111638.505,37.7784936,-122.4229547,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0197&ExportPDF=1&Filename=17MFF-0197_schedule.pdf,Mo-Fr:10AM-11AM,,11/21/2017 0:00,11/16/2017,1,7/15/2018 0:00,"(37.7784935971852, -122.422954747396)"
963996,Singh Brothers Ice Cream,Truck,7895000,KIRKWOOD AVE: NEWHALL ST to PHELPS ST (1600 - 1699),1698 KIRKWOOD AVE,5279027,5279,27,17MFF-0182,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6014750.983,2097205.93,37.73935716,-122.3915228,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,Mo-Fr:4PM-5PM,,,4/18/2017,1,3/15/2018 0:00,"(37.7393571608675, -122.391522811759)"
1181500,John's Catering #5,Truck,10460000,PINE ST: MONTGOMERY ST to BELDEN ST (400 - 489),555 CALIFORNIA ST,259026,259,26,18MFF-0045,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6011684.218,2116535.691,37.79226163,-122.403486,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,Mo-Fr:7AM-8AM,,7/6/2018 0:00,7/6/2018,1,7/15/2019 0:00,"(37.7922616341775, -122.403485955391)"
1183680,Paradise Catering,Truck,6721000,HARRISON ST: MERLIN ST to OAK GROVE ST (924 - 950),938 HARRISON ST,3753046,3753,46,18MFF-0052,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,Mo-Fr:9AM-10AM,,7/10/2018 0:00,7/10/2018,1,7/15/2019 0:00,"(0, 0)"
1153282,Wu Wei LLC dba MoBowl,Truck,5875000,FRONT ST: VALLEJO ST to GREEN ST (900 - 999),900 FRONT ST,137001,137,1,17MFF-0191,APPROVED,Various types of meat: veggie: and seafood bowls.,6012874.622,2119410.253,37.80022092,-122.399569,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0191&ExportPDF=1&Filename=17MFF-0191_schedule.pdf,Fr:10AM-3PM,,5/4/2018 0:00,8/31/2017,1,7/15/2019 0:00,"(37.8002209155922, -122.399569018577)"
1157328,Senor Sisig,Truck,480000,10TH ST: FELL ST \ MARKET ST \ POLK ST to END (1 - 18),8 10TH ST,3507041,3507,41,18MFF-0023,APPROVED,Senor Sisig: Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.Chairman Bao: Vegetable and meat sandwiches filled with Asian-flavored meats and vegetables.,6007585.376,2110633.378,37.77582552,-122.4172496,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0023&ExportPDF=1&Filename=18MFF-0023_schedule.pdf,Mo/We/Fr:11AM-2PM,,5/14/2018 0:00,5/10/2018,0,7/15/2019 0:00,"(37.7758255197583, -122.417249626643)"
1184056,DO UC US Mobile Catering,Truck,19986000,04TH ST: MISSION BAY BLVD to NELSON RISING LN (1400 - 1499),1420 04TH ST,8716001,8716,1,18MFF-0054,APPROVED,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,6015098.414,2108321.616,37.76989775,-122.3910983,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0054&ExportPDF=1&Filename=18MFF-0054_schedule.pdf,Mo-Fr:9AM-10AM,,7/11/2018 0:00,7/11/2018,1,7/15/2019 0:00,"(37.7698977488961, -122.391098279635)"
1181871,Quan Catering,Truck,3524000,CALIFORNIA ST: DRUMM ST to DAVIS ST (1 - 99),50 CALIFORNIA ST,235022,235,22,18MFF-0049,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6013470.754,2117151.885,37.79405318,-122.3973477,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0049&ExportPDF=1&Filename=18MFF-0049_schedule.pdf,Mo-Fr:12PM-1PM,,7/9/2018 0:00,7/9/2018,1,7/15/2019 0:00,"(37.7940531837329, -122.397347693326)"
1037693,Munch A Bunch,Truck,24215000,BRYANT ST: ALAMEDA ST intersection,1525 BRYANT ST,3922A001A,3922A,001A,17MFF-0197,EXPIRED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,6009575.985,2107645.792,37.76773409,-122.4101526,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0197&ExportPDF=1&Filename=17MFF-0197_schedule.pdf,Mo-Fr:10AM-11AM,,11/21/2017 0:00,11/16/2017,1,7/15/2018 0:00,"(37.7677340926708, -122.410152601942)"
1184097,D & T Catering,Truck,12876000,UNION ST: DIVISADERO ST to BRODERICK ST (2600 - 2699),2616 UNION ST,946006,946,6,18MFF-0057,APPROVED,Cold Truck: Pre-packaged sandwiches: Chicken Bake: Canned Soup: Chili Dog: Corn Dog: Cup of Noodles: Egg Muffins: Hamburgers: Cheeseburgers: Hot Dog: Hot sandwiches: quesadillas: Beverages: Flan: Fruits: Yogurt: Candy: Cookies: Chips: Donuts: Snacks,6000436.53,2118303.169,37.79648,-122.44253,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0057&ExportPDF=1&Filename=18MFF-0057_schedule.pdf,Mo-Fr:8AM-9AM,,7/11/2018 0:00,7/11/2018,1,7/15/2019 0:00,"(37.7964799968164, -122.442530024725)"
1191887,Mike's Catering,Truck,2477000,CESAR CHAVEZ ST: EVANS AVE to KANSAS ST (2100 - 2550),2323 CESAR CHAVEZ ST,4342001,4342,1,18MFF-0084,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,6012210.337,2100696.938,37.74880138,-122.4005525,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0084&ExportPDF=1&Filename=18MFF-0084_schedule.pdf,Mo-Fr:7AM-8AM,,7/24/2018 0:00,7/24/2018,1,7/15/2019 0:00,"(37.7488013777145, -122.400552458785)"
1183755,Mini Mobile Food Catering,Truck,2955000,BERRY ST: 05TH ST to 06TH ST (300 - 399),355 BERRY ST,8707003,8707,3,18MFF-0053,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6013399.284,2109254.176,37.77236391,-122.397041,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0053&ExportPDF=1&Filename=18MFF-0053_schedule.pdf,Mo-Fr:10AM-11AM/12PM-1PM,,7/10/2018 0:00,7/10/2018,1,7/15/2019 0:00,"(37.7723639147673, -122.397040970363)"
953001,Wonder Philly,Push Cart,270002,04TH ST: BERRY ST to CHANNEL ST (900 - 999),960 04TH ST,8708002,8708,2,17MFF-0166,ISSUED,Hot dogs: sausages: cheesesteaks: chips: drinks,6014277.187,2109955.224,37.77433767,-122.3940533,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0166&ExportPDF=1&Filename=17MFF-0166_schedule.pdf,Mo-We:9AM-5PM,,4/9/2018 0:00,3/20/2017,0,7/15/2019 0:00,"(37.7743376663696, -122.394053286313)"
1183681,Paradise Catering,Truck,4285000,COLUMBIA SQUARE ST: FOLSOM ST to HARRISON ST (1 - 99),57 COLUMBIA SQUARE ST,3754049,3754,49,18MFF-0052,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,6011004.159,2111130.827,37.77738315,-122.4054582,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0052&ExportPDF=1&Filename=18MFF-0052_schedule.pdf,Mo-Fr:9AM-10AM/11AM-12PM,,7/10/2018 0:00,7/10/2018,1,7/15/2019 0:00,"(37.7773831451062, -122.405458166501)"
1184098,D & T Catering,Truck,11710000,SCOTT ST: VALLEJO ST to GREEN ST (2700 - 2799),2750 SCOTT ST,560034,560,34,18MFF-0057,APPROVED,Cold Truck: Pre-packaged sandwiches: Chicken Bake: Canned Soup: Chili Dog: Corn Dog: Cup of Noodles: Egg Muffins: Hamburgers: Cheeseburgers: Hot Dog: Hot sandwiches: quesadillas: Beverages: Flan: Fruits: Yogurt: Candy: Cookies: Chips: Donuts: Snacks,6001185.207,2117863.669,37.79531589,-122.4399079,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0057&ExportPDF=1&Filename=18MFF-0057_schedule.pdf,Mo-Fr:8AM-9AM,,7/11/2018 0:00,7/11/2018,1,7/15/2019 0:00,"(37.7953158932065, -122.4399079176)"
1181835,Anas Goodies Catering,Truck,5070000,EDDY ST: BUCHANAN ST to WEBSTER ST (1300 - 1399),1346 EDDY ST,733014,733,14,18MFF-0048,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6003979.585,2112907.843,37.78186712,-122.4298852,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0048&ExportPDF=1&Filename=18MFF-0048_schedule.pdf,Mo-Fr:8AM-9AM,,7/9/2018 0:00,7/9/2018,1,7/15/2019 0:00,"(37.7818671175741, -122.429885247603)"
1181825,Anas Goodies Catering,Truck,187101,03RD ST: MARIPOSA ST to 18TH ST (2001 - 2099) -- EAST --,2085 03RD ST,3994002,3994,2,18MFF-0048,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015805.902,2105904.117,37.76329906,-122.3884823,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0048&ExportPDF=1&Filename=18MFF-0048_schedule.pdf,Mo-Fr:7AM-8AM,,7/9/2018 0:00,7/9/2018,1,7/15/2019 0:00,"(37.7632990560446, -122.388482306805)"
1184090,F & C Catering,Truck,1403000,25TH ST: MICHIGAN ST to ILLINOIS ST (700 - 799),700 25TH ST,4244004,4244,4,18MFF-0055,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6016344.255,2102281.09,37.75338081,-122.3863677,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0055&ExportPDF=1&Filename=18MFF-0055_schedule.pdf,Mo-Fr:12PM-1PM,,7/11/2018 0:00,7/11/2018,1,7/15/2019 0:00,"(37.7533808099749, -122.386367685857)"
1189505,La Jefa,Truck,2801102,BAY SHORE BLVD: WATERLOO ST to MARENGO ST (501 - 559) -- EAST --,531 BAY SHORE BLVD,5607038,5607,38,18MFF-0072,APPROVED,Tacos: burritos: quesadillas: tortas: nachos (refried beans: cheese sauce: salsa fresca): carnes (beef: chicken: marinated pork: fried pork): canned beans: rice: sodas: horchata drinks.,6010348.157,2097065.717,37.7387268,-122.406736,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0072&ExportPDF=1&Filename=18MFF-0072_schedule.pdf,Mo-Su:7AM-8PM,,7/13/2018 0:00,7/13/2018,0,7/15/2019 0:00,"(37.7387268039871, -122.406736029905)"
1181856,Anas Goodies Catering,Truck,7195000,INDIANA ST: 20TH ST to 22ND ST (800 - 999),951 INDIANA ST,4106024,4106,24,18MFF-0048,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015057.091,2104275.668,37.75878616,-122.3909584,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0048&ExportPDF=1&Filename=18MFF-0048_schedule.pdf,Mo-Fr:12PM-1PM,,7/9/2018 0:00,7/9/2018,1,7/15/2019 0:00,"(37.7587861623056, -122.390958398693)"
